content,polarity
“@BorjaThe1: @Edurnity Dónde se puede ver Grease ??? Un beso guapa ;)” En el teatro Arteria Coliseum en Gran Vía ,5
"@marodriguezb Simple no, claro, porque es tuya. Pero opinión sí.",3
Cada día me cae mejor @crispedroche ... Buena gente...,4
¿Juega algún francés en el Sevilla? Flipo con el mensaje de las camisetas de sus jugadores http://t.co/lRQTgrWp Factoría Del Nido,2
y para @LosClones :Me la pido! “@emiliodrio: Garzonitas podría ser una entrada del magistral Diccionario de Coll @PilarGGranja  @cultrun”,4
"Como tenga q salir, vaya papelón con la camiseta ""superior"" RT “@agusperezblanco: @RodrigoBlazquez escudé es francés pero hoy no juega...”",2
@santiagocervera @angelgarridog @ccifuentes tengo trabajo municipal el viernes aquí ;-)) pero el sábado muy tempranito estoy en Sevilla,4
@ccifuentes @santiagocervera @angelgarridog ;-)))))) eso es;-))),5
siguiendo a @SiempreAsiMlaga ;-))) gran lugar y muchos buenos ratos allí ;-)),5
Mas #EREs @pepegrinan ? uf!El Tribunal de Cuentas pide revisar las subvenciones del Plan de Empleo de la Bahía de Cádiz http://t.co/vsqm4UgJ,2
. @javierarenas_pp  propone la Ley d Transparencia y Buen Gobierno y la Ley de Autónomos y d Emprendedores en Andalucía http://t.co/fGu6mf84,4
La @diputacionMLG  destinará 800.000 euros para reforestar la Serranía de Ronda @eliasbendodo @jjbernalortiz http://t.co/xxCoJj1K,4
El Museo Carmen Thyssen recibe 200.000 visitantes y supera las previsiones iniciales http://t.co/sLqtHIad #malaga @malaga,5
“@EliaGalera: @PaulaVazquezTV tweeteando en la gala?Q vergüenza!! Y pidiendo la wifi!! http://t.co/4vtnGzTm”Jaaa!Pero si no tenia cobertura!,1
"#quemiedo como nos ""rescaten""",3
"Moody's rebaja la nota a España, Italia y Portugal  http://t.co/A5zSu3Lp via @el_pais",2
Ministro@jmsoria: ¿De veras tendremos debate de #renovables  mañana sin presencia de un experto de su ministerio?,2
"No se xq, pero en estos momentos es muy ilustrativo ver en España la película sobre la ""Dama d Hierro"".",3
"RT @blogsdepolitica: España podría pagar multas por el alto paro, con la nueva normativa europea, con porcentajes sobre el PIB hasta el 1%",1
RT @elconfidencial: Botín subvencionó los cursos de Garzón para generar un estado de agradecimiento http://t.co/X3xHrSD8,3
Kissinger!“@angelgarridog: De la cena de Garzón lo más alucinante es lo de 27 botellas de vino para 25 personas. ¿Quién bebió sólo una? :-)”,2
"Cenas de 4.500 dólares en NYC , 26 botellas de vino.Como se lo montan Baltasar Garzón y Felipe González! Paga la banca http://t.co/XNxg2791",2
"Buenos días, gente. Feliz día de los @rutipiluti y yo.",5
"Viendo los apoyos internacionales confirmo: Critican la reforma los mismos inmovilistas que nos dejaron 5,3 mill parados.Y encima aleccionan",1
Otra muy buena subasta. El Tesoro coloca el máximo previsto por debajo del 2% en letras a 12 meses http://t.co/HQbF6UH0,4
Feliz día de San Valentín a todos!!!❤,5
"Se me ha estropeado la caldera. Un técnico llega a los 3d, sin piezas y dice q volverá pasado mañana. #nadietrabaja 1/2",2
Psoe votara si a la reforma del sistema financiero del gob. #enestosiseentienden,3
"Soraya Rodriguez, PSOE ""votaremos que sí a la reforma del sistema financiero porque queremos  hacer oposición útil"" #Congreso",4
"He escuchado a Rajoy decir que ""el mayor desprecio es no hacer aprecio"" y pensé que hablaba de Fitch. Pues no. Es por Contador y Nadal. País",1
"Y mi preferida , la tengo de salvapantallas en el móvil! http://t.co/CooE4jMs",5
"Empieza la oposición útil: el PSOE apoyará la primera gran reforma del PP, la del sistema financiero. http://t.co/QOsAt98A",5
Mas #EREs . Hasta donde llega la sombra de la corrupcion institucionalizada ? la respuesta la tiene: @pepegrinan  http://t.co/svvB3bvK,1
"El Gobierno traslada informalmente que sus previsiones de déficit son las mismas, Desmiente a la fuente de Reuters",2
Lo que faltaba: Bruselas sospecha que el Gobierno infló el déficit y que está retrasando los recortes  http://t.co/rf7Sag2U via @el_pais,2
"El Gobierno de Mariano Rajoy ha desmentido ""tajantemente"" las sospechas de Bruselas sobre las cifras oficiales del déficit público. EP",2
"Ya hay más informaciones que desmienten RT.@anabelenroy_tve El Gobierno  ha desmentido ""tajantemente"" las sospechas de Bruselas. EP",2
"A las 17.45 viene al estudio de #JELO  Alicia Sanchez Camacho, seguramente la mujer con más poder hoy en Cataluña.",5
"Rehn desmiente en bloque a Reuters x""incorrecta y engañosa"",no concreta análisis sobre el déficit de 2011 xq está en curso vía @basteiro",2
"Tanto miente el que edulcora o niega la crisis, como el que cabalga en el catastrofismo para amenazar miedo.",1
"Si el Gobierno quiere desmentir que el déficit está inflado, debería detallarlo. Aún no hay datos oficiales de las autonomías y es clave.",2
"Hoy m acompañan en @DHAM_13tv y @13tv_AlDia JA Blay, @nereaalzola , @JesusCintora @GOTZONEMORA JA Vera y Diego Armario",4
"RT ""@RguezBurgos: El Ibex sigue paradito. Apenas baja 19 centésimas. Ni Moody´s, ni Reuters, ni la UE mueven a la bolsa.Impertérrita”",1
Sigue la polémica sobre el escenario de la final de Copa ¿Debería celebrarse en el Bernabéu?,2
"Para los vergonzosos que, siéndolo, no dicen que son de derechas: es más original decir que son agentes dobles que eso de que son de centro.",1
"El PSOE sigue sin apooyar oficialmente las movidas sindicales, pero lo hace oficiosamernte. @TelediarioInter 20:30",3
Persecución de los xtianos en la India. Hablamos con un obispo de la zona. @TelediarioInter 20:30,2
@PauladeLasHeras dejalo estar xq hay veces q no pasa de 15,3
abc.es: Basagoiti exige a ETA su disolución y la reinserción individual como a un violador http://t.co/8Db2HxUy,2
Mi nueva cancion d BRAVA #MeVoy con @EspinozaOficial ya a la venta en @iTunesMusic http://t.co/xrqNJG3y,5
le gusta Everything You Do de Luther Russell  en Ping http://t.co/Lcagi8Yb #iTunes,5
Mañana pregunto al gobierno sobre la involucion laboral. Fraude y Expolio para expropiar  las rentas salariales.,1
"Para disfrutar no sólo del sexo sino también de su misterio hay que ser, además de voluptuoso, curioso, inquieto, un poco desasosegado.",4
"Buenas noches a todos, que descanséis :-)) #Twitteroff",5
RT: “@graciadelcielo: Me propuse para este San Valentin salvar mi matrimonio. Da clic en archivo &gt; Guardar como &gt; mi_matrimonio.doc ¡listo!”,4
"RT @Majo_eltren: @Los40_Spain quiero escuchar #GeneracionPerdida del disco #Positive Generation, Voces x un ... http://t.co/MOyaNTvd",4
"enough today... ""en la modernidad no hay victorias ni derrotas sino una necesidad permanente de superación"" (anónimo)... mañana más",3
Que maravilla. Felicidades a todos. La flor y nata RT @abrahamelgar: @AlejandroSanz pues hoy un dia cargado de ... http://t.co/gXqpAE8V,5
"El ministro israelí de Defensa, Ehud Barak, acusa a Irán de estar detrás de las explosiones en el centro de Bangkok.Hay un herido grave",1
"La jueza q investiga ERE irregulares en Andalucía,acusa a la Junta de""idear un sistema""para eludir el control de UE en la concesión d ayudas",1
"CGPJ examina hoy a 7 magistrados candidatos a presidir Sala de lo Penal AN.En la actualidad lo ocupa Gómez Bermúdez,q aspira a la reelección",3
Hoy Día Internacional del Niño con Cáncer.,3
El PP no aceptará la eliminación del «humanismo cristiano» en su ideario - ABC.es http://t.co/qsMzQw0t via @abc_es,3
Rajoy a Rubalcaba: &quot;hay que tomar más medidas y no tendrán efecto inmediato&quot;,2
RT @PrensaCs: @Albert_Rivera 'los ciudadanos tienen derecho a saber si lo q  hace el govern con las nuevas tasas  es inconstitucional o no',3
"Fuerza RT @pploaiza: Solidez, cohesión y un amplio programa de reformas para transformar Andalucía.#elcambioandaluz.",4
Muy bueno ! http://t.co/7vd64Fd2,5
Héroes y heroínas de hoy by @ajemalaga  http://t.co/t443QPWO,4
Las obras comenzarán después de verano y se prevé que sea una realidad a principios de 2014 #sevillahoy,4
"Fdez Díaz: ""Señora Diez, dice que confundo prudencia con cobardía. Usted confunde oportunismo político con defender el Estado""",2
Irán suspende las exportaciones de petróleo a España y otros cinco países europeos vía la Ser,2
Y este @reciomanolo desafiante... Si los controles los has inventado tu.....http://mun.do/AxnUyb,2
"""Redacción simulada"" para aprender periodismo http://t.co/L1LDdC72 vía @fape_fape",3
Los socialistas andaluces se pelean hasta consigo mismos cuando no encuentran a quien echarle las culpas de su páramo de ideas.,2
"A los socialistas andaluces no les importan ni los temas,ni las plazas, ni los opositores,sólo están opositando a los bancos d la oposición.",2
“@DavidSummersHG: @Edurnity Oyeee...! A Madrid si quiero ir eh? Un besazo guapa!” Vamossss ya contaba contigo si o si!!! Un besote enorme!!,4
Gracias a losamigos de @laventana por el cariño!! Un placer!!!,5
@JuanraLucas Malvado!,1
Extraño que Rubalcaba dedique media hora a preparar una rueda de prensa. Muy extraño,2
"Resumen de entrevista Rajoy-Rubalcaba: han constatado su ""voluntad de acordar"", según el líder socialista, después de glosar los desacuerdos",5
"La noche en que murió su hijo, Ricardo Baroja salió al balcón de Itzea e increpó al cielo: ""¡Tú, Triángulo, ¿por qué me haces esto?!""",1
Reforma laboral: parece q hay poco margen xa modificación en tramite parlamentario,2
"Retos debemos abordar en la economía aragonesa: Internacionalización, tecnología, innovación, calidad directiva, cualificación d plantillas",4
"Desde luego, menudo crack. Uno de mis favoritos en EPN “@Jumble2000: ¿Hubieras contratado a Dutard como periodista de investigación de EM?”",4
el que? Donde? Como? A que hora? “@AnateMarchessi: Mañana presentación de Catssac @CasiArteCom”,4
"Uno de los elementos más agresivos de reforma laboral de Rajoy es contrato supuestamente ""indefinido"" de 364 días de prueba #contratotrampa",1
"Existe un tercer #fondodereptiles para afrontar pagos comprometidos por Empleo, y todo ello durante esta legislatura http://t.co/By3pNdr2",4
Hermoso dia. ;) prometedor...,5
Rubalcaba sigue ofreciendo apoyo light a la manifestación sindical del domingo. ¿Nadar y guardar la ropa? @TelediarioInter 20:30,2
@GUTY14HAZ  gracias amigo!!!! Enhorabuena por tu futura boda te deseo lo mejor!,5
“glups!@patricia_hd: @Buenafuente Me da la impresión q al final todo será x internet. Las relaciones humanas definitivamente han cambiado.”,2
"Que quede claro: la propuesta para el #17CongresoPP no es excluyente, ni ofensiva, ni va contra el cristianismo, que respeto profundamente",5
Asi hacen desde el @psoeandalucia traspaso de fondos entre consejerías de manera irregular http://t.co/hwC8LU89 vía @antoniosanz,1
"????? “@edgarFdz: . @xiskya yo tampoco soy creyente y bien que el estado os mantiene, no te jode. #vividores”",2
En Andalucía algunos políticos han robado a manos llenas el dinero para lis parados bajo la supervisión de Griñan. #unaverguenza,1
800 m€ !!! hay diferencia... “@heavydeo:  impunes como la mafia o como el pp de Valencia mismo perro con distinto collar @jorgecampi”,1
RT @Humbertoelgato: Gracias @paurubio por la buena vibra! Abrazos y muchos éxitos.. Foto: http://t.co/qVGIhi4c,5
Voy a entrar en mi facebook oficial  con un seudonimo. A ver cuanto tardais en descubrirme... Es muy facil.. Me ... http://t.co/iJf9qxlQ,4
Empezar el día riéndose!!! Muy fan!!! @siamanecepunset @_RobertoSanchez @siamanece,5
"Sostengo, desde principio, q vivimos crisis d modelo y q analizarla con anteojos partidistas (los mios buenos, los otros malos) en un error.",2
73 denuncias por no recoger los excrementos de las  mascotas vía @diario_sur  http://t.co/tQNSi4fc,2
Sueños que se cumplen.Gran labor la que hace Faisem . Vía @diario_sur  http://t.co/VKtRbgVw,5
Leo en un diario q el PP habría renunciado a modificar la ley del aborto si se hubiese aceptado la información a los padres en adolescentes,3
Buenos días tengan ustedes,4
Wow! RT @adelreal_: No lo he soñado: http://t.co/79iNwEd9 ha conseguido 15000 nuevos donantes d órganos. @taniallasera @mrtfernandez,5
En el blog: Al fin la patronal está contenta http://t.co/YzPmygoU,4
«Creo en una educación donde cada uno tenga la libertad de elegir centro» http://t.co/BNOTPxg1 http://t.co/pRPESEH7,5
"RT @Ciutadans_Cs: @Albert_Rivera: ""Que ICF y Govern expliquen a los ciudadanos bajo qué criterios se dieron créditos a 1 empresa en quiebra""",1
"En la campaña escolar de educación vial en la que participan 3.700 niños de 62 centros, promovida por el @AytoLogrono http://t.co/D0vbef7J",5
Interviene ahora Luis Fernando Martínez de AT4 sobre innovación y comunicación #elcambioandaluz http://t.co/eILTuALr,4
"ICV denuncia ""ticks"" antidemocráticos en la cámara porque la mesa del congreso no aceptó preguntas al gobierno relacionadas con el 23F",2
"Ana Diaz , grupo Abengoa : "" En #Andalucia somos una potencia en energías renovables y eso es una gran oportunidad"" #elcambioandaluz",5
". @javierarenas_pp "" todas las políticas que voy a poner en marcha tendrán como objetivo crear empleo. Esa es mi prioridad"" #elcambioandaluz",4
El ferry accidentado en Formentera no encalló. Aterrizó: http://t.co/2IdLPQEb,2
sensato y ahorro“@el_pais: El Parlamento Europeo propone eliminar la sede  Estrasburgo y mantener solo la de Bruselas http://t.co/mQlIgXQ9,5
La recesión en España está cantada. Empresas y familias ya no pueden más http://t.co/my8qtkYU,1
"“@annabosch: Cameron intentado equilibrio entre el pragmatismo del ""juntos somos más fuertes""con emoción por ""casa común y viva, adaptable""”",3
Gracias Rosa @wellcomm: @byuste se pospone entrevista para jueves próximo. Hablamos!,4
"Espero q no sea ese el motivo...RT @jkracero: @mariviromero no llega a final de mes...a lo mejor no tienen alli ""saca"" de reptiles",2
"excusitas Feber ! Va a estar en @Gato_directo ? Si, no? “@Dama_Cristal: @LosClones Que está pachucho o eso han dicho @LosClones !!! ;)”",2
"El vasco es lengua cooficial, pero muy pocos lehendakaris lo han hablado. @TelediarioInter 20:30",2
Juassssssss! alternativo Luciano Alonso y Marisa Bustinduy??? de verdad pensba q no podian ni hacerse esta foto.... http://t.co/53gFjTRf,2
@periodistas21 Confío en que la lean Dívar y el CGPJ y se lo apliquen cuando se critiquen las sentencias del Supremo y a sus magistrados,4
"#bipartito RT @lordcirus: Después de leer la entrevista a Mas, aún no entiendo como el PPC ha pactaco con CiU #PPvergencia @Albert_Rivera",2
"No necesito saber derecho para discrepar de una sentencia, y  mucho menos cuando no es justicia, es un linchamiento político y corporativo.",1
Una escucha lo de Burguillos y comprende Xq no se pueden hacer presupuestos generales. Andalucia es un pozo sin fondo! @romancendoya,2
Un beso! RT @nereaalzola Como liberal me enorgullece ver nuestra pluralidad y debate.Como católica debatimos cuando quieras! Bss,4
Si es que se creen dueños y señores...La Junta cuestiona ahora la relevancia penal de los datos que le pide la juez http://t.co/xdTei4NJ,2
"Más....El PSOE de Cádiz, implicado en una trama de subvenciones  http://t.co/tsUgxMOg",2
Buen viernes a todos ;-)),5
Bdías. ¿Os parece lógico que un líder de UGT gane 181.000€ como consejero de un banco y encabece manis contra la reforma laboral?,1
Buenos días a todos!,4
"http://t.co/x51mDOwS El Mercado Central de Valencia, premiado como mejor de España 2011",5
Ya en #Fuengirola el concejal Antonio Castillo dejo el grupo del @PSOEmalaga para pasar a ser concejal no adscrito. Se ve q esta de moda,3
Servicio publico de Justicia manifiestamente mejorable. Cola eterna para una simple notificación http://t.co/t82FWy1o,2
este es el listón que rige en Europa. El presidente alemán anuncia su dimisión por un escándalo de corrupción http://t.co/16FNM8cO,1
Un sistema operativo integrará iPhone y iPad http://t.co/RGwt4VNk,4
"""Al ser el riesgo de despido muy reducido, se desincentiva el esfuerzo"", según Memoria del decretazo. @estradaamparo http://t.co/cljL3tR9",1
FF a @irene_airmiles x la performance q vamos a montar. no quedara títere con cabeza...,4
"Mou pisa el freno: ""No buscamos récords, ni el alirón, ni pasillos en el Camp Nou, sólo ganar el próximo partido"" http://t.co/IVrSJT6q",3
"“@iregoman: @David_Busta un saludo desde Costa Rica, Pura Vida mae!!!” PURA VIDA!!!",5
Tal vez a alguien le interese mandar CV para componer el Comité Externo Asesor de la OMS. Anuncio en The  Economist. http://t.co/0uD7KaXD,4
"Qué cansino es el tono de las comparecencias de los portavoces del Gobierno. Ahora y antes, como si dijeran a ver si os enteráis de una vez.",2
"A las 3 en @A3noticias, Antonio Lobato ficha por Antena 3 para comentar las carreras de Fórmula 1",4
"Frase de taxista:""a ver si estos del #17congresoPP se gastan más que los del PSOE del otro día, que venían sin un duro""",1
Ejemplo de la expo homenaje a Fraga http://t.co/BtajzgDE,5
La naturaleza no hace distingos por el color de la sangre: Miembro de la familia real holandesa enterrado por un alud http://t.co/s73Y3bBX,1
Un saludo y abrazo grande a todos los compañeros que están en #17congresopp . Yo en clase en @EscuelaESESA . Mañana a primera hora ahí ;-)),5
"Decir que el discurso antinuclear está obsoleto después de la catástrofe de Fukushima, es estar fuera de este mundo o ser un nihilista.",2
Se nota tensión en el ambiente del congreso del PP. (La de los periodistas para encontrar títulos),2
¿Qué tal está siendo vuestra experiencia como usuarios de las películas gratis en Orbyt? Yo he visto ya alguna escena de las 7 primeras.,5
Nos vemos en el manteca. ;) RT @ISABELMTD: @AlejandroSanz que arte tienes... me encanta saber que sigues el ... http://t.co/g1pp7iZo,5
Jajaja pero por supuesto. Sabeis que os adoro. RT @MILENKABR: @AlejandroSanz Y no le gustaria venir a Perú? :(,5
Jejeje esto que es?... No entiendo mucho pero os mando abrazos. RT @LasPrimasDSanz: @AlejandroSanz @AlejandroSanz 31 Days #without nif,3
no puedo decir nada. ;) RT @LOSMARESDESANZ: @AlejandroSanz Se viene dueto con fat joe??? http://t.co/crjJkYKA,3
¿Alguno de los que andan en el congreso del PP puede contarme si la expo sobre Fraga incluye alguna foto de su etapa franquista? Curiosidad.,2
Encantada de desvirtualizar a @maicagq13 en #17CongresoPP :-),5
"Carlos Fabra incluido? RT “@PabloAIglesias: Los nuevos Estatutos PP obligan a expedientar automaticamente a imputados y llevados a juicio""",1
"Pero bueno... RT “@sanchez_sonia: Atención! La ponencia del PP, a pesar de lo dicho por @santiagocervera, no reconoce el matrimonio gay”",3
"No me he debido expresar bien en @hora25. Intenté contar la idea de que se había debatido sobre el matrimonio gay, y que por primera vez...",2
#FF ;-))) RT @crisvarona: #FF y besitos para mis followers @mariviromero,5
He visto algunas en internet. Gran detalle del Love subir a las agrupaciones que no pasaron. RT @nanarosal: ... http://t.co/ScG635yS,4
Buenos días ;-)) q tengáis un sábado estupendo ;-)),5
"Puedes ver las 7 cuando quieras “@Ruphusderota: solo se puede ver una pelo al día? Ya he visto Amen y he quedado ""pasmao"" como el guerra.",4
"A pesar de que decían ""no poder hacerlo""@elconfidencial:La banca tira de empleados y agentes externos para vender pisos http://t.co/5tv9SYcr",2
"Aquí tenéis a @reciomanolo , a esto se dedica ....#EREs http://t.co/aw8MnglG",2
"Bueno, pausa para desayunar y cosas que hacer. Poco tiempo pero siempre agradable compartirlo con vosotros.",4
@MarianoRajoy  será reelegido hoy presidente del PP http://t.co/9QXKG7gV #17CongresoPP #comprometidosconespaña,4
Montoro defiende que haya ministros en la nueva Ejecutiva del PP q @marianorajoy anunciara esta tarde #17CongresoPP. Teletipo @servimedia,5
"Buenos días amigos!!;) y una vez más, GRACIAS por vuestro cariño!!!;)))",5
"En la #C_A_2012 ""La reforma laboral propone despedir barato a los mayores para contratar en precario a los jóvenes""",1
"RT @gaceta_es: Aguirre ve ""escandalosos"" los sueldos de ""todos"" en las cajas con ayudas http://t.co/krwmH4Eo",2
Debate y aprobación de las ponencias en #17CongresoPP  http://t.co/x8qCJ8dS,4
"¡Dios! Llevo en la tele desde las 8.30 y aún no he escrito ningún tweet. ¿Qué me pasa, doctor?",3
A las 13:10 llega Rajoy al #17CongresoPP. Entrada triunfal y saludo sonriente entre él y Aznar,5
Gracias :-) RT @ppchamberi: Nuestra flamante Delegada de Gobierno .@ccifuentes en el #17congresopp  http://t.co/y0g1HNCk,5
"Lennart, trabajador de Spanair, emprende hoy su marcha corriendo de Barcelona a Madrid. Se plantará en Moncloa para que alguien le escuche.",4
Con tanto ladino en el consejo de Administración de RTVE hay que ir con pies de plomo.,2
Impresionante foto de la gran representación del @PPMalaga en el #17congresopp c/c @eliasbendodo ;-))) http://t.co/TvA8jlTG,5
"Aznar: ""Nunca en los últimos años ha estado tan claro lo que se votaba. Nunca ha habido un mandato tan nítido""",5
Felicidades a los Crew Peligrosos y saludos a todo el barrio Aranjuez !! http://t.co/7cywudg5. Feliz Sábado a todos !!,5
"Qué oido!! RT @Butterworth_: @mrtfernandez Pregunta tonta: En ""Intacto"" de Fresnadillo ¿era tu voz la que sonaba de fondo en un informativo?",4
"Veracruz! Q lindo amanecer.... Q bella mañana,hoy x primera vez baby nico me vera cantar en (cont) http://t.co/DtFliSwu",4
"RT @EnriquePatron2: @paurubio woooow!!! Q emocionante!!! Yo te espero en Acapulco, el próximo mes!!! Ya tengo mía tickets!!!",5
Encantado :)“@MariaToledoMT: @JuanraLucas amigo!! mi nuevo single #dameunaoportunidad que se estrena hoy http://t.co/zVRDcG4J Gracias!!!!”,4
"Rajoy sobre las elecciones andaluzas: ""ya estoy sintiendo la alegría del triunfo"" #17CongresoPP",5
"""Yo confieso, sin ningún pudor, que ya estoy sintiendo la alegría por el triunfo del PP en las elecciones andaluzas"". Rajoy #17congresopp",5
"Rajoy: ""La gente nos dice, ya te hemos votado, ahora cumple. Haz lo que tengas que hacer y hazlo deprisa. Es la hora de las respuestas""",4
"""Ya se lo que dicen de mi "" pero a mi que me importa ?. Rajoy en plan monólogo con confidencias.",2
".@marianorajoy "" creo en el afán de superación y me gusta la gente tolerante "" #17CongresoPP",5
"De la misma manera que la oposición tiene ""gobierno en la sombra"" el poder tiene ""gobierno en la sombrilla"". La pedrea que lee Rajoy.",1
Rajoy apuesta por el continuismo.Cospedal sec. general. Arenas y Pons continúan vicesecretarios.Floriano vicesecretario de organización,4
Rudi afirma que el PP no renuncia bajar impuestos a través de reformas fiscales  http://t.co/j7DJhg04,4
Enhorabuena @igonzalezPP . Nuevo miembro del Comité Ejecutivo Nacional,5
+1 RT @davidserrato1: @ccifuentes @quediario sin duda alguna la persona mas activa dl PP en TW es @mariviromero un saludo y buen congreso!!,5
Aznar como siempre poniendo deberes a Rajoy: reformas ya y ni un movimiento ante ETA. #congresopp,2
Esperando para animar a mi sevilla fc! Vamos sevilla!!!!!,4
Impresionante Mirotic.....ahora mismo máximo anotador...,5
"El PP rechaza las cuotas... Dicen que basta con la capacidad. No me creo que entre los 20 primeros sólo haya una mujer ""capaz""!!",2
Ahora a buscar a los 66 delgados q no han votado a Rajoy como presidente del PP. #periodismodeinvestgigacion,3
"Otro para ella, está muy guapa “@cri7cri7: @pedroj_ramirez : Isabel de Castilla te manda un beso http://t.co/9q2Fuuva”",5
Ganó el Madrid. El Banca Cívica le plantó cara. Mañana partidazo. Final #CopadelRey Madrid-Barça....!!!!!,4
hahahshahshshaha “@TrasgodeGaceta: @fray_fanatic @Guals @pilarggranja @pilartimermans El primer deber es asegurarse un retiro dorado”,3
Es una vergüenza q las rentas del trabajo soporten la mayor carga tributaria y q las pequeñas empresas tributen a más tipo q las grandes.,1
"A los músicos , aquí les recomiendo un buen Luthier de Medellin. @ltguitars, @leomusic4.",4
@ccifuentes @rafaminer @davidserrato1 @pepegrinan @JoseantonioJun buenas noches ;-)) a ver si te veo mañana,4
9 pasos básicos para crear una estratégia de marca personal (personal branding) http://t.co/v0Oc61n3 (vía @GeeksRoom),4
"Bdías. Más de 3.000 orbyteros vieron ayer alguna de las pelis gratis. La + vista El Amante, seguida de Amen y de Ali. Hoy domingo de cine.",5
Hoy clausuramos #17congresoPP cohesion union y fortaleza de un partido en Gobierno que solo piensa en luchar contra la crisis. B Dias!!,4
Sobre la tragedia del metro de Valencia... http://t.co/da5YCKk6,1
Clausura del Congreso del PP. Claro liderazgo d @marianorajoy y @mdcospedal. Gran representación de @ppmadrid con @igonzalezPP y @luciafigar,5
"Nadie está vacunado, en particular en política, de los males de la vanidad, la soberbia o la codicia. Pero el Congreso del PP fue una orgía",1
Curro Romero y su mujer Carmen Tello en el #17CongresoPP para arropar a @marianorajoy y @javierarenas_pp http://t.co/L3m57MdG,4
"A falta de otras ideas y de grandes fichajes, en el congreso del PP se debate si Arenas ha ganado o perdido poder. Y eso ya es revelador.",2
".@javierarenas_pp : "" la reforma educativa será la reina de todas las reformas en #Andalucia"" #ArenasPresidente",4
Reparto de poder en el PP. Cospedal gana http://t.co/ixCuMujw,5
"Hace un año @pperezf y @iguardans me ayudaron a entender la importancia de los Goya. Gracias, espero que hoy sean un éxito.",5
"Dolores de Cospedal es muy monótona hablando, no hay forma de q arranque un aplauso entusiasta. #17CongresoPopular",2
Mayoría también en la red  http://t.co/6tMLBS4J  (vía @larazon_es) #17CongresoPP,4
No creo que este haya sido el mejor discurso de María Dolores de Cospedal... #17CongresoPP,2
"Rajoy resume su reto con una frase certera: ""Aquí no se puede gobernar pensando en la próxima media hora. Hay que preparar el futuro"".",4
".@marianorajoy "" haremos las reformas con justicia, sensatez y sentido común "" #17congresopp",4
". @marianorajoy "" es mas fácil hacer reformas en una casa vacía pero la nuestra tiene 47 millones de personas"" #17congresopp",3
Rajoy: nadie acudirá a rescatarnos. Saldremos con esfuerzo y perseverancia. Nos costara pero lo haremos. #sinbrotesverdes,4
feliz cumple @soniachaconp ;-)),4
Gran discurso de @javierarenas_pp hoy en el congreso del @partidopopular. Cada dia es mayor su capacidad de llegar a la gente y convencer,5
Marchas contra la reforma laboral. El cierre del 17 congreso dl PP. Los Goya. Os lo contamos en unos minutos en @informativost5 Os esperamos,2
FELICIDADES A MI AMIGO @_danielmartin_ !!! abrazo crack!!,4
"Y por esto no protestan los sindicatos, verdad?https://t.co/oj968RAz",2
112 informa a aytos. y organismos d alerta amarilla AEMET x bajas temperaturas -8 C Sierra y -4 C resto próxima madrugada vía @112cmadrid,2
"""@20m: Cardenal de BCN:'Los niños sin estudios de religión se sienten atraídos por sectas'""¿Su eminencia es experto en gustos infantiles?",2
Y qué mal el árbitro,2
"La respuesta masiva en la calle al ataque brutal de la derecha política y económica a los trabajadores va a marcar ""un antes y un después""",1
Otroooo triple de Llull. Y maaate de Ndong. Ahí están las armas de uno y otro.,5
"Me he sentido @hermanntertsch aludido por una generalización injusta. Todo es imperfecto, compañero, pero nunca fue tan plural RTVE.",2
Mi amigo @danimelli79 de la Taperia de la Plaza de Medina nos invita a @SandraMoti y a mi a poner nombre a un pincho...ahora mismo va foto,4
Sí lo que está entre las aceitunas son fresas @danimelli79  Y la explosión en la boca es brutal...,4
"Qué pedazo de MVP, Sergio Llull, aquel chico menorquín que debutó metiéndole cuatro triples a un equipo de la NBA. Y Carroll!!",5
"@sanchez_sonia en este asunto, por más que algunos discrepen, los datos cantan. No ha habido igualdad hasta que se ha forzado, y aun es poca",1
"Ya ganamos hasta en el baloncesto,grande Sergio llul,las cosas están cambiando, HALA MADRID.",5
"No es una victoria, es una barrida.",5
Más aplicaciones de medios en Facebook para llegar al público joven http://t.co/zmUPXXB3 Con un medio de amigos es +fácil crear lectores,5
"Moderación, humildad, sencillez, transparencia, participación y respeto a los demás es lo que se respiraba en el #17CongresoPP ;-))",5
Voy a los Goya a entregar el premio al actor revelación...Y a hacer algunas observaciones sobre como suelen votar los académicos(me incluyo),5
Barça 1-1 Valencia,3
Espectacular Silvia Abascal después de su enfermedad. Que bien! #premiosgoya,5
"RT: jaja “@CURROSANTOS: @rafam_simancas A este paso va a acabar antes la película ""Doctor Zhivago"" que la gala de los Goya”",2
"Pero Xq hay q ser tan mal hablado en el mundo del cine? Es un esfuerzo decir 1 palabrota cada 4 palabras,imagino . #PremiosGoya",1
Ni Pedro ni yo os compramos. #premiosgoya,2
"Barça 3-1 Valencia. Y el mejor del partido, el portero del Valencia, Alves.",4
hahahahahahahahahaha “@JaimeRubio: Todos los nominados al mejor actor SON HOMBRES. #machismoenlosGoya #goyas2012”,3
"Bueno, 4 goles, igual es sólo fin de ciclo.",4
"ya estoy mas tranquila! “@Marialumbreras: Es El Langui, un rapero famoso. Es un chico con mucho talento y luchador.Tiene dos goyas ()”",5
Sex-appeal a pares! http://t.co/aJXxs2kR,5
enhorabuena @KikeMaillo ;-)),4
